customer_id,signup_date,city,acquisition_channel
CUST000396,8/10/2025,Pune,Paid
CUST000397,3/1/2025,Pune,Referral
CUST000398,3/3/2025,Kolkata,Organic
CUST000399,2/3/2025,Delhi,Paid
CUST000400,12/21/2024,Bengaluru,Referral
CUST000401,12/25/2024,Mumbai,Organic
CUST000402,5/18/2025,Bengaluru,Organic
CUST000403,8/2/2025,Bengaluru,Paid
CUST000404,4/2/2025,Bengaluru,Social
CUST000407,1/8/2025,Bengaluru,Paid
CUST000408,12/21/2024,Pune,Organic
CUST000409,3/17/2025,Chennai,Organic
CUST000413,3/24/2025,Delhi,Referral
CUST000414,12/21/2024,Ahmedabad,Paid
CUST000418,3/22/2025,Mumbai,Organic
CUST000419,12/19/2024,Bengaluru,Referral
CUST000420,1/4/2025,Kolkata,Organic
CUST000421,3/9/2025,Hyderabad,Referral
CUST000423,1/25/2025,Mumbai,Organic
CUST000424,2/18/2025,Ahmedabad,Organic
CUST000425,2/22/2025,Bengaluru,Organic
CUST000426,6/16/2025,Mumbai,Paid
CUST000427,3/18/2025,Mumbai,Paid
CUST000428,5/13/2025,Bengaluru,Referral
CUST000430,1/19/2025,Bengaluru,Referral
CUST000431,6/29/2025,Mumbai,Paid
CUST000432,7/28/2025,Bengaluru,Organic
CUST000433,3/16/2025,Chennai,Social
CUST000434,12/8/2024,Kolkata,Social
CUST000435,12/4/2024,Bengaluru,Paid
CUST000437,3/23/2025,Delhi,Paid
CUST000442,3/27/2025,Bengaluru,Organic
CUST000443,2/2/2025,Kolkata,Organic
CUST000445,2/22/2025,Mumbai,Organic
CUST000447,8/29/2025,Mumbai,Paid
CUST000448,4/19/2025,Mumbai,Referral
CUST000451,5/15/2025,Bengaluru,Social
CUST000452,11/9/2024,Bengaluru,Organic
CUST000453,2/14/2025,Bengaluru,Organic
CUST000454,12/7/2024,Bengaluru,Social
CUST000455,2/20/2025,Bengaluru,Paid
CUST000456,4/23/2025,Chennai,Organic
CUST000459,5/17/2025,Bengaluru,Organic
CUST000461,1/21/2025,Hyderabad,Paid
CUST000462,12/4/2024,Hyderabad,Referral
CUST000464,3/24/2025,Delhi,Organic
CUST000465,2/18/2025,Mumbai,Organic
CUST000466,2/19/2025,Mumbai,Organic
CUST000468,12/20/2024,Bengaluru,Paid
CUST000469,2/14/2025,Mumbai,Organic
CUST000470,2/5/2025,Ahmedabad,Paid
CUST000475,12/15/2024,Delhi,Organic
CUST000479,2/16/2025,Ahmedabad,Paid
CUST000480,2/15/2025,Pune,Paid
CUST000482,3/10/2025,Hyderabad,Social
CUST000486,3/26/2025,Hyderabad,Organic
CUST000488,1/23/2025,Bengaluru,Organic
CUST000490,8/30/2025,Hyderabad,Paid
CUST000492,12/17/2024,Mumbai,Referral
CUST000495,1/27/2025,Mumbai,Organic
CUST000499,12/27/2024,Bengaluru,Organic
CUST000501,2/4/2025,Bengaluru,Referral
CUST000502,4/7/2025,Delhi,Paid
CUST000504,2/3/2025,Bengaluru,Organic
CUST000505,1/5/2025,Bengaluru,Organic
CUST000507,12/22/2024,Pune,Referral
CUST000509,12/23/2024,Mumbai,Organic
CUST000510,2/25/2025,Bengaluru,Referral
CUST000511,5/31/2025,Ahmedabad,Organic
CUST000515,5/28/2025,Pune,Referral
CUST000517,2/23/2025,Delhi,Organic
CUST000519,4/7/2025,Delhi,Organic
CUST000520,3/21/2025,Bengaluru,Social
CUST000521,12/8/2024,Hyderabad,Organic
CUST000522,12/24/2024,Hyderabad,Organic
CUST000523,11/25/2024,Mumbai,Organic
CUST000524,3/4/2025,Hyderabad,Referral
CUST000525,2/11/2025,Bengaluru,Referral
CUST000526,12/30/2024,Bengaluru,Paid
CUST000531,1/30/2025,Mumbai,Organic
CUST000536,5/7/2025,Bengaluru,Organic
CUST000538,2/22/2025,Mumbai,Organic
CUST000539,12/19/2024,Bengaluru,Organic
CUST000540,12/21/2024,Delhi,Organic
CUST000542,1/28/2025,Chennai,Organic
CUST000545,2/21/2025,Mumbai,Referral
CUST000546,8/19/2025,Hyderabad,Social
CUST000547,4/17/2025,Hyderabad,Organic
CUST000549,3/8/2025,Mumbai,Social
CUST000554,2/2/2025,Pune,Paid
CUST000558,5/4/2025,Bengaluru,Organic
CUST000559,4/5/2025,Hyderabad,Organic
CUST000561,4/3/2025,Mumbai,Organic
CUST000563,3/9/2025,Mumbai,Paid
CUST000564,3/30/2025,Ahmedabad,Organic
CUST000565,3/11/2025,Delhi,Organic
CUST000566,5/25/2025,Hyderabad,Paid
CUST000567,4/14/2025,Ahmedabad,Referral
CUST000568,9/7/2025,Mumbai,Referral
CUST000569,6/29/2025,Bengaluru,Paid
CUST000570,1/1/2025,Chennai,Paid
CUST000572,5/6/2025,Chennai,Organic
CUST000574,2/12/2025,Mumbai,Organic
CUST000575,12/29/2024,Delhi,Organic
CUST000577,3/22/2025,Bengaluru,Organic
CUST000578,3/31/2025,Ahmedabad,Paid
CUST000579,2/8/2025,Mumbai,Referral
CUST000581,2/28/2025,Chennai,Organic
CUST000584,2/2/2025,Bengaluru,Paid
CUST000585,1/31/2025,Delhi,Organic
CUST000586,12/19/2024,Delhi,Referral
CUST000587,3/5/2025,Delhi,Organic
CUST000588,7/22/2025,Bengaluru,Paid
CUST000589,3/4/2025,Bengaluru,Organic
CUST000590,3/5/2025,Bengaluru,Organic
CUST000593,12/26/2024,Hyderabad,Organic
CUST000596,1/8/2025,Mumbai,Paid
CUST000598,2/3/2025,Pune,Organic
CUST000599,6/9/2025,Chennai,Organic
CUST000600,4/23/2025,Chennai,Referral
CUST000602,4/18/2025,Mumbai,Referral
CUST000603,1/2/2025,Bengaluru,Paid
CUST000604,2/12/2025,Ahmedabad,Referral
CUST000606,1/23/2025,Hyderabad,Organic
CUST000609,4/20/2025,Mumbai,Paid
CUST000610,5/15/2025,Mumbai,Organic
CUST000611,5/2/2025,Bengaluru,Organic
CUST000612,4/10/2025,Delhi,Paid
CUST000613,3/23/2025,Ahmedabad,Referral
CUST000615,12/3/2024,Bengaluru,Organic
CUST000620,12/3/2024,Chennai,Organic
CUST000622,5/12/2025,Bengaluru,Organic
CUST000623,3/10/2025,Bengaluru,Organic
CUST000624,6/6/2025,Delhi,Paid
CUST000626,2/26/2025,Mumbai,Social
CUST000630,12/19/2024,Bengaluru,Organic
CUST000631,1/10/2025,Mumbai,Paid
CUST000635,11/29/2024,Delhi,Paid
CUST000637,1/7/2025,Hyderabad,Organic
CUST000638,12/9/2024,Bengaluru,Organic
CUST000641,2/21/2025,Delhi,Referral
CUST000644,2/25/2025,Kolkata,Organic
CUST000645,12/18/2024,Bengaluru,Organic
CUST000648,2/13/2025,Mumbai,Referral
CUST000651,9/14/2025,Hyderabad,Paid
CUST000652,3/30/2025,Mumbai,Organic
CUST000655,2/19/2025,Chennai,Organic
CUST000656,4/15/2025,Ahmedabad,Paid
CUST000658,2/1/2025,Mumbai,Organic
CUST000660,2/14/2025,Bengaluru,Referral
CUST000665,11/10/2024,Bengaluru,Referral
CUST000666,1/19/2025,Ahmedabad,Organic
CUST000667,11/12/2024,Pune,Organic
CUST000669,8/4/2025,Pune,Paid
CUST000670,4/13/2025,Kolkata,Organic
CUST000672,12/3/2024,Pune,Paid
CUST000674,11/18/2024,Delhi,Paid
CUST000675,1/15/2025,Bengaluru,Organic
CUST000676,7/23/2025,Bengaluru,Social
CUST000678,1/5/2025,Delhi,Social
CUST000681,4/15/2025,Bengaluru,Social
CUST000682,12/20/2024,Mumbai,Social
CUST000684,1/27/2025,Delhi,Referral
CUST000685,1/15/2025,Mumbai,Referral
CUST000686,4/2/2025,Bengaluru,Social
CUST000687,7/11/2025,Ahmedabad,Organic
CUST000692,12/11/2024,Chennai,Organic
CUST000694,6/27/2025,Bengaluru,Organic
CUST000695,12/7/2024,Hyderabad,Referral
CUST000696,5/1/2025,Pune,Organic
CUST000698,12/21/2024,Pune,Organic
CUST000699,3/25/2025,Pune,Organic
CUST000700,7/9/2025,Pune,Referral
CUST000703,12/23/2024,Mumbai,Organic
CUST000704,2/13/2025,Chennai,Organic
CUST000705,1/5/2025,Bengaluru,Organic
CUST000706,3/1/2025,Mumbai,Social
CUST000710,1/19/2025,Mumbai,Organic
CUST000711,4/26/2025,Delhi,Referral
CUST000712,3/4/2025,Hyderabad,Organic
CUST000714,5/10/2025,Kolkata,Organic
CUST000715,1/27/2025,Bengaluru,Referral
CUST000716,12/29/2024,Mumbai,Organic
CUST000718,4/11/2025,Bengaluru,Referral
CUST000719,1/9/2025,Hyderabad,Organic
CUST000720,1/5/2025,Delhi,Social
CUST000721,2/17/2025,Chennai,Organic
CUST000722,6/30/2025,Bengaluru,Social
CUST000724,4/23/2025,Pune,Organic
CUST000727,11/19/2024,Mumbai,Social
CUST000729,1/20/2025,Mumbai,Organic
CUST000733,1/10/2025,Delhi,Organic
CUST000736,1/2/2025,Mumbai,Paid
CUST000739,2/22/2025,Pune,Organic
CUST000741,3/15/2025,Chennai,Organic
CUST000742,12/13/2024,Bengaluru,Organic
CUST000743,2/27/2025,Ahmedabad,Organic
CUST000744,4/17/2025,Kolkata,Social
CUST000745,5/7/2025,Pune,Organic
CUST000747,3/16/2025,Ahmedabad,Paid
CUST000748,12/21/2024,Chennai,Organic
CUST000749,3/12/2025,Chennai,Organic
CUST000750,5/10/2025,Mumbai,Paid
CUST000752,8/6/2025,Mumbai,Paid
CUST000753,12/15/2024,Chennai,Referral
CUST000754,1/17/2025,Chennai,Organic
CUST000756,7/6/2025,Delhi,Paid
CUST000757,8/19/2025,Bengaluru,Organic
CUST000758,7/27/2025,Pune,Paid
CUST000759,6/3/2025,Mumbai,Paid
CUST000762,11/19/2024,Ahmedabad,Social
CUST000763,1/17/2025,Hyderabad,Organic
CUST000765,6/8/2025,Bengaluru,Referral
CUST000767,2/7/2025,Mumbai,Organic
CUST000768,6/6/2025,Ahmedabad,Paid
CUST000770,3/6/2025,Hyderabad,Organic
CUST000771,1/16/2025,Bengaluru,Paid
CUST000772,3/26/2025,Bengaluru,Referral
CUST000774,1/4/2025,Delhi,Organic
CUST000777,3/26/2025,Delhi,Referral
CUST000778,3/19/2025,Hyderabad,Organic
CUST000780,12/27/2024,Pune,Organic
CUST000781,3/24/2025,Delhi,Organic
CUST000783,4/6/2025,Kolkata,Organic
CUST000788,1/23/2025,Bengaluru,Referral
CUST000789,3/11/2025,Kolkata,Organic
CUST000791,3/15/2025,Hyderabad,Organic
CUST000792,12/19/2024,Delhi,Referral
CUST000793,2/28/2025,Mumbai,Organic
CUST000794,3/13/2025,Chennai,Organic
CUST000795,1/9/2025,Mumbai,Organic
CUST000797,12/3/2024,Pune,Paid
CUST000799,1/17/2025,Bengaluru,Organic
CUST000802,4/23/2025,Ahmedabad,Referral
CUST000804,8/1/2025,Bengaluru,Organic
CUST000807,8/31/2025,Bengaluru,Paid
CUST000808,7/18/2025,Mumbai,Paid
CUST000809,12/26/2024,Mumbai,Organic
CUST000812,1/25/2025,Delhi,Paid
CUST000813,7/9/2025,Bengaluru,Paid
CUST000814,1/5/2025,Bengaluru,Organic
CUST000816,12/15/2024,Hyderabad,Referral
CUST000817,1/19/2025,Mumbai,Referral
CUST000820,5/21/2025,Bengaluru,Social
CUST000822,9/2/2025,Kolkata,Referral
CUST000826,12/12/2024,Ahmedabad,Paid
CUST000830,1/1/2025,Mumbai,Organic
CUST000835,2/24/2025,Bengaluru,Paid
CUST000836,5/11/2025,Bengaluru,Organic
CUST000837,1/22/2025,Mumbai,Social
CUST000841,7/3/2025,Hyderabad,Social
CUST000842,2/27/2025,Bengaluru,Organic
CUST000844,1/17/2025,Mumbai,Organic
CUST000845,12/16/2024,Ahmedabad,Organic
CUST000847,2/5/2025,Chennai,Organic
CUST000850,12/21/2024,Mumbai,Organic
CUST000852,3/8/2025,Pune,Organic
CUST000856,3/24/2025,Hyderabad,Organic
CUST000857,5/30/2025,Kolkata,Social
CUST000858,7/7/2025,Chennai,Organic
CUST000862,4/27/2025,Bengaluru,Organic
CUST000864,1/30/2025,Bengaluru,Referral
CUST000865,3/24/2025,Mumbai,Organic
CUST000866,12/30/2024,Delhi,Organic
CUST000867,2/23/2025,Delhi,Organic
CUST000870,5/16/2025,Delhi,Organic
CUST000871,12/28/2024,Hyderabad,Social
CUST000872,1/18/2025,Bengaluru,Paid
CUST000874,3/12/2025,Mumbai,Paid
CUST000879,12/26/2024,Hyderabad,Organic
CUST000880,1/24/2025,Bengaluru,Paid
CUST000881,7/6/2025,Mumbai,Social
CUST000882,7/1/2025,Bengaluru,Referral
CUST000884,1/13/2025,Delhi,Referral
CUST000888,8/21/2025,Bengaluru,Social
CUST000889,7/2/2025,Bengaluru,Paid
CUST000892,1/2/2025,Bengaluru,Social
CUST000893,1/23/2025,Delhi,Social
CUST000894,12/25/2024,Hyderabad,Organic
CUST000896,5/5/2025,Bengaluru,Organic
CUST000897,5/6/2025,Delhi,Social
CUST000900,1/15/2025,Delhi,Organic
CUST000901,12/17/2024,Mumbai,Referral
CUST000905,12/19/2024,Pune,Organic
CUST000906,12/19/2024,Ahmedabad,Organic
CUST000907,1/17/2025,Mumbai,Referral
CUST000908,12/27/2024,Chennai,Referral
CUST000909,1/13/2025,Kolkata,Organic
CUST000910,12/25/2024,Chennai,Organic
CUST000911,2/7/2025,Bengaluru,Organic
CUST000912,2/1/2025,Mumbai,Paid
CUST000914,8/7/2025,Mumbai,Social
CUST000915,1/26/2025,Ahmedabad,Referral
CUST000917,4/2/2025,Bengaluru,Organic
CUST000920,3/11/2025,Pune,Organic
CUST000921,3/20/2025,Ahmedabad,Referral
CUST000922,1/1/2025,Mumbai,Organic
CUST000923,12/28/2024,Pune,Organic
CUST000924,2/24/2025,Chennai,Referral
CUST000926,1/28/2025,Delhi,Referral
CUST000927,1/20/2025,Ahmedabad,Social
CUST000929,3/27/2025,Ahmedabad,Social
CUST000930,12/31/2024,Bengaluru,Social
CUST000931,12/8/2024,Bengaluru,Organic
CUST000935,12/8/2024,Pune,Social
CUST000936,3/31/2025,Chennai,Referral
CUST000937,1/14/2025,Kolkata,Social
CUST000945,8/17/2025,Pune,Social
CUST000946,1/11/2025,Bengaluru,Paid
CUST000949,4/19/2025,Bengaluru,Organic
CUST000950,11/23/2024,Mumbai,Organic
CUST000951,4/8/2025,Ahmedabad,Organic
CUST000953,2/17/2025,Kolkata,Referral
CUST000954,1/1/2025,Bengaluru,Paid
CUST000958,11/28/2024,Delhi,Organic
CUST000960,9/7/2025,Bengaluru,Paid
CUST000961,3/25/2025,Bengaluru,Organic
CUST000962,5/2/2025,Pune,Organic
CUST000963,3/30/2025,Pune,Organic
CUST000964,1/16/2025,Ahmedabad,Organic
CUST000967,3/21/2025,Bengaluru,Referral
CUST000968,7/14/2025,Delhi,Paid
CUST000974,1/11/2025,Chennai,Organic
CUST000975,5/20/2025,Chennai,Paid
CUST000976,7/20/2025,Bengaluru,Paid
CUST000979,3/31/2025,Bengaluru,Social
CUST000980,12/10/2024,Bengaluru,Organic
CUST000981,1/18/2025,Bengaluru,Referral
CUST000982,5/23/2025,Ahmedabad,Organic
CUST000984,4/16/2025,Bengaluru,Organic
CUST000986,2/1/2025,Hyderabad,Organic
CUST000990,2/18/2025,Kolkata,Organic
CUST000991,3/17/2025,Bengaluru,Referral
CUST000992,2/2/2025,Mumbai,Organic
CUST000993,4/11/2025,Hyderabad,Referral
CUST000994,2/7/2025,Kolkata,Referral
CUST000998,12/1/2024,Mumbai,Paid
CUST001000,5/8/2025,Mumbai,Paid
CUST001005,5/23/2025,Bengaluru,Organic
CUST001006,3/28/2025,Bengaluru,Organic
CUST001007,6/16/2025,Chennai,Paid
CUST001008,7/10/2025,Mumbai,Social
CUST001015,12/18/2024,Hyderabad,Organic
CUST001016,1/11/2025,Chennai,Social
CUST001017,3/11/2025,Chennai,Organic
CUST001019,2/25/2025,Mumbai,Paid
CUST001020,2/3/2025,Ahmedabad,Social
CUST001021,1/16/2025,Delhi,Referral
CUST001022,12/24/2024,Kolkata,Paid
CUST001024,2/11/2025,Pune,Organic
CUST001025,7/23/2025,Pune,Social
CUST001026,4/27/2025,Mumbai,Paid
CUST001029,12/11/2024,Bengaluru,Organic
CUST001031,5/16/2025,Delhi,Social
CUST001033,8/18/2025,Bengaluru,Paid
CUST001035,2/15/2025,Mumbai,Paid
CUST001036,6/18/2025,Bengaluru,Social
CUST001039,1/24/2025,Pune,Paid
CUST001046,4/14/2025,Delhi,Organic
CUST001047,12/1/2024,Delhi,Organic
CUST001048,3/3/2025,Kolkata,Organic
CUST001049,12/30/2024,Bengaluru,Organic
CUST001051,3/11/2025,Pune,Referral
CUST001058,1/1/2025,Bengaluru,Referral
CUST001061,12/13/2024,Kolkata,Organic
CUST001062,7/22/2025,Bengaluru,Referral
CUST001063,1/17/2025,Bengaluru,Organic
CUST001066,5/17/2025,Mumbai,Organic
CUST001067,4/15/2025,Chennai,Referral
CUST001069,7/19/2025,Delhi,Social
CUST001079,12/23/2024,Pune,Paid
CUST001080,6/16/2025,Hyderabad,Social
CUST001084,5/15/2025,Hyderabad,Organic
CUST001085,5/13/2025,Bengaluru,Organic
CUST001086,12/6/2024,Bengaluru,Paid
CUST001089,1/4/2025,Delhi,Social
CUST001092,5/15/2025,Hyderabad,Social
CUST001094,1/12/2025,Pune,Paid
CUST001098,7/20/2025,Delhi,Paid
CUST001099,3/10/2025,Bengaluru,Paid
CUST001100,4/12/2025,Bengaluru,Paid
CUST001102,7/20/2025,Delhi,Social
CUST001103,7/20/2025,Ahmedabad,Organic
CUST001104,4/18/2025,Bengaluru,Organic
CUST001106,6/5/2025,Pune,Paid
CUST001107,2/23/2025,Bengaluru,Referral
CUST001108,8/8/2025,Bengaluru,Organic
CUST001109,1/23/2025,Delhi,Organic
CUST001110,1/18/2025,Chennai,Organic
CUST001113,2/23/2025,Chennai,Referral
CUST001114,12/12/2024,Bengaluru,Referral
CUST001115,2/23/2025,Ahmedabad,Social
CUST001118,4/2/2025,Bengaluru,Organic
CUST001120,11/17/2024,Bengaluru,Organic
CUST001122,12/17/2024,Bengaluru,Organic
CUST001123,9/1/2025,Pune,Organic
CUST001124,4/22/2025,Chennai,Organic
CUST001126,12/20/2024,Bengaluru,Organic
CUST001127,2/25/2025,Bengaluru,Organic
CUST001128,12/20/2024,Bengaluru,Social
CUST001130,3/3/2025,Mumbai,Social
CUST001132,2/4/2025,Kolkata,Organic
CUST001134,7/3/2025,Bengaluru,Paid
CUST001135,1/6/2025,Chennai,Paid
CUST001136,1/4/2025,Delhi,Organic
CUST001139,5/23/2025,Pune,Organic
CUST001141,4/26/2025,Bengaluru,Organic
CUST001143,8/8/2025,Bengaluru,Organic
CUST001147,3/17/2025,Bengaluru,Organic
CUST001149,4/20/2025,Bengaluru,Organic
